ticker,date,real,predicted,mse,qlike
AAPL,2002-01-16,0.430251,0.4473406672477722,0.0002920567266395786,0.002957177049583093
AAPL,2002-01-17,0.412409,0.44355496764183044,0.0009700713003459475,0.010105104590600655
AAPL,2002-01-18,0.470173,0.4463411867618561,0.0005679553222177722,0.005604195081179153
AAPL,2002-01-22,0.228617,0.4476286470890045,0.047966101560638665,0.6046759914699087
AAPL,2002-01-23,0.558623,0.4224794805049896,0.018535057900488264,0.18967407944381343
AAPL,2002-01-24,0.270553,0.4269533157348633,0.024461058761964926,0.3139673001353309
AAPL,2002-01-25,0.477992,0.4091781675815582,0.004735343532113384,0.05374787540824366
AAPL,2002-01-28,0.415926,0.4058852195739746,0.00010081727156365498,0.0012140263634268234
AAPL,2002-01-29,0.303736,0.40261611342430115,0.009777276830802659,0.13277763463661651
AAPL,2002-01-30,0.451314,0.39523667097091675,0.0031446668310360624,0.038539429509185874
AAPL,2002-01-31,0.314565,0.39604002237319946,0.0066381792707133555,0.0915231053843375
AAPL,2002-02-01,0.364361,0.38798704743385315,0.0005581901173466794,0.007573896203272312
AAPL,2002-02-04,0.324986,0.38420388102531433,0.0035067574331282833,0.0502761878168112
AAPL,2002-02-05,0.397775,0.37686580419540405,0.0004371944691949323,0.006047141349356133
AAPL,2002-02-06,0.633777,0.38427579402923584,0.0622508517808657,0.719439360918662
AAPL,2002-02-07,0.50474,0.397165447473526,0.011572284351271106,0.13569337037888163
AAPL,2002-02-08,0.444568,0.41750994324684143,0.0007321384352571511,0.00822711798275666
AAPL,2002-02-11,0.538374,0.42260104417800903,0.013403377299760677,0.13870722202802077
AAPL,2002-02-12,0.322159,0.4356923997402191,0.012889832856572392,0.15052220133775185
AAPL,2002-02-13,0.232434,0.4322316646575928,0.0399191068026279,0.5298893846798836
AAPL,2002-02-14,0.419838,0.4081997275352478,0.00013544938596380892,0.0016106514444353959
AAPL,2002-02-15,0.458429,0.40790480375289917,0.002552694406415555,0.029524193265031196
AAPL,2002-02-19,0.486923,0.4338267743587494,0.0028192091773465984,0.028838809415412614
AAPL,2002-02-20,0.455961,0.442136287689209,0.0001911226704761368,0.0019354602743160143
AAPL,2002-02-21,0.62536,0.445361852645874,0.03239933305091766,0.2927889655069025
AAPL,2002-02-22,0.66309,0.4530845582485199,0.04410228556523428,0.380173175254928
AAPL,2002-02-25,0.613903,0.465388685464859,0.022056501621842785,0.18614661875264504
AAPL,2002-02-26,0.538268,0.4756210744380951,0.003924637282358851,0.03331099582346697
AAPL,2002-02-27,0.750912,0.47865238785743713,0.07412529640401878,0.560519752701047
AAPL,2002-02-28,0.580614,0.4949001371860504,0.0073468662784885634,0.056924440396346476
AAPL,2002-03-01,0.648087,0.5028824210166931,0.0210843697577194,0.15352550234344564
AAPL,2002-03-04,0.512668,0.5073419213294983,2.8367114004373387e-05,0.0002196509831264848
AAPL,2002-03-05,0.620038,0.5040776133537292,0.013446811271152603,0.09890894909327796
AAPL,2002-03-06,0.601096,0.5061029195785522,0.009023685327955633,0.066590632047131
AAPL,2002-03-07,0.583358,0.5074458718299866,0.005762651203300553,0.04275009232038984
AAPL,2002-03-08,0.448741,0.5065205693244934,0.0033384786313239395,0.027107377790776654
AAPL,2002-03-11,0.476449,0.49786558747291565,0.00045867021898504705,0.0037557312514171493
AAPL,2002-03-12,0.421815,0.49241214990615845,0.0049839575748726085,0.04331336657603435
AAPL,2002-03-13,0.340517,0.4848906993865967,0.020843765074571384,0.20007922731561423
AAPL,2002-03-14,0.360138,0.47007375955581665,0.01208587122911433,0.1197611026513723
AAPL,2002-03-15,0.354432,0.4596374034881592,0.01106817692310637,0.11445682793490786
AAPL,2002-03-18,0.306771,0.40297168493270874,0.009254571781522291,0.12506434499607355
AAPL,2002-03-19,0.34905,0.3862617313861847,0.001384712952757561,0.01920482604941598
AAPL,2002-03-20,0.264164,0.3818410038948059,0.013847877245658162,0.21547876592731052
AAPL,2002-03-21,0.473797,0.36294427514076233,0.012288326608717854,0.17107850998834606
AAPL,2002-03-22,0.353165,0.3806386888027191,0.0007548035764286534,0.010684373785252
AAPL,2002-03-25,0.405819,0.37672320008277893,0.0008465655728229607,0.011639769813507339
AAPL,2002-03-26,0.391914,0.38228246569633484,9.276645304267844e-05,0.0012590923704458579
AAPL,2002-03-27,0.270748,0.3847562372684479,0.012997878165058709,0.19801850143446087
AAPL,2002-03-28,0.286935,0.36677342653274536,0.00637417435122458,0.10300521391021045
AAPL,2002-04-01,0.473595,0.35832083225250244,0.013288133749878204,0.1890607477172861
AAPL,2002-04-02,0.341605,0.378229558467865,0.0013413582829660618,0.019405649685934723
AAPL,2002-04-03,0.427656,0.3751186728477478,0.002760170744302774,0.037572503448427996
AAPL,2002-04-04,0.58549,0.38637396693229675,0.03964719462461867,0.4649848221035138
AAPL,2002-04-05,0.487892,0.4179494380950928,0.004891961965821779,0.05323167919545346
AAPL,2002-04-08,0.488632,0.4276108741760254,0.0037235777968253423,0.03897684286028702
AAPL,2002-04-09,0.407981,0.4370357394218445,0.0008441778828712849,0.009045753633186049
AAPL,2002-04-10,0.44691,0.4287373423576355,0.000330245485786588,0.0035440167933658007
AAPL,2002-04-11,0.283733,0.4300244450569153,0.02140118689684046,0.2669616525096743
AAPL,2002-04-12,0.315238,0.39995500445365906,0.007176970843601286,0.09728177050835574
AAPL,2002-04-15,0.193137,0.38805556297302246,0.03799324619146812,0.6432072720004987
AAPL,2002-04-16,0.37822,0.3524741530418396,0.0006628486355930172,0.010424267015843203
AAPL,2002-04-17,0.379482,0.3577732741832733,0.000471268776585815,0.007221008336208534
AAPL,2002-04-18,0.397234,0.35834115743637085,0.0015126532026792415,0.022771527105443168
AAPL,2002-04-19,0.253706,0.35980644822120667,0.01125730511274096,0.1959716350150531
